"thread_id","noi_dung_hoi","ma_mon","ten_truong"
"46889","<p>Chào thầy cô cho e hỏi là mối liên hệ của lạm phát và thất nghiệp là như thế nào. Tầm quan trọng ra sao ạ</p>

<p>&nbsp;</p>

<p>em cảm ơn</p>
","QT102","HOU2"
"47891","<p>thưa Thầy/Cô cho em hỏi,</p>

<p>môn kinh tế vĩ mô em muốn tham &nbsp;khảo thêm giáo trình bên ngoài thì có thể tìm kiếm các tài liệu iên qu0an ở đâu ạ</p>

<p>em xin cảm ơn,</p>
","QT102","HOU2"
"47902","<p>thưa Cô cho em hỏi,</p>

<p>em muốn tìm tài liệu bên ngoài để tham &nbsp;khảo cho môn học này, Cô có thể cho em biết các tài liệu tham khảo có liên quan lphair tìm ở đâu hay nhà trường có bán các tài liệu này không ạ,</p>

<p>em xin cảm ơn,</p>
","QT102","HOU2"
"47970","<p>Thưa cô&nbsp;</p>

<p>Em không mở được bài giảng 1- Khái quát về Kinh tế học Vĩ Mô cô ạ, cô kiểm tra giúp em nhé!</p>

<p>Cám ơn cô</p>
","QT102","HOU2"
"48108","<p>Thưa Thầy, cô.</p>

<p>Thầy, cô hướng dẫn thêm cho em hiểu thềm cụm từ "" Tài sản nước ngoài ròng là gì"" em cám ơn Thầy cô</p>
","QT102","HOU2"
"48143","<p>Thưa Thầy/Cô cho em hỏi?</p>

<p>hiện nay cúng ta có các khoản đầu tư không hoàn lại của Chính phủ nước ngoài vào các hạng mục công trình như:</p>

<p>Goái Dục, Y Tế, Khoa Học Công Nghệ và máy móc trang thiết bị. Vậy các khoản đầu ituw này được đưa vào danh mục nào, nó có được coi là thu nhập Quốc dân không ạ,</p>

<p>em xin cảm ơn,</p>
","QT102","HOU2"
"48251","<p><span style=""font-size:10px;"">Thưa giảng viên cho em hỏi&nbsp;</span></p>

<p><span style=""font-size:10px;"">Em đang làm bài tập nhóm, giảng viên có thể gợi ý cho em chi tiết về đề tài em chọn được không ạ, Team em chọn chủ đề thất nghiệp, em được giao làm câu BẢN CHẤT CỦA THẤT NGHIỆP. Giảng viên có thể cho em hỏi, &nbsp;câu này có phải là em làm phần các loại hình thất nghiệp không ạ, rồi số liệu thống kê và bảng biểu em sẽ tìm với nội dung như thế nào mới tìm ra đúng số liệu, bảng biểu mà theo câu em làm là bản chất thất nghiệp.&nbsp;</span></p>

<p><span style=""font-size:10px;"">Khi em đọc giáo trình bài thất nghiệp thì em không phân biệt đc khái niệm của thất nghiệp với bản chất của thất nghiệp ạ, vì các loại hình thất nghiệp nằm trong khái niệm thất nghiệp.&nbsp;</span></p>

<p><span style=""font-size:10px;"">Nhờ giảng viên giảng chi tiết hơn về phần đầu bài thất nghiệp để em có thể làm bài đc chính xác với đề tài hơn&nbsp;</span></p>

<p><span style=""font-size:10px;"">Cảm ơn giảng viên đã lắng nghe!&nbsp;</span></p>
","QT102","HOU2"
"48280","<p>thưa thầy cho em hỏi là công thức tính của môn kinh tế này ỏ đâu xin thầy hướng dẫn dùm em và tham khảo ở đâu ?</p>

<p>em cám ơn thầy</p>
","QT102","HOU2"
"48324","<p>Dear : Thầy</p>

<p>Tổng sản phẩm quốc nội là gì ?</p>
","QT102","HOU2"
"48633","<p>Dear Mr/Ms,</p>

<p>&nbsp;</p>

<p>Hiện tại môn QT102, Tôi là nhóm trưởng nhóm 07 lớp OD44.</p>

<p>Nhưng khi vào tuần 06, phần dành cho nhóm trưởng thì lại không vô được, trên màn hình hiện ' BẠn chưa thuộc nhóm nào""</p>

<p>&nbsp;</p>

<p>Vậy phần mềm hoạt động sai hay là chương trình chưa cập nhật danh sách sinh viên ah?</p>

<p>&nbsp;</p>

<p>thanks</p>
","QT102","HOU2"
"49009","<p>Chào thầy,&nbsp;</p>

<p>Em có thể xin cách giải cụ thể của câu hỏi trong phần luyện tập trắc nghiệm được không?&nbsp;</p>

<p>Nhiều câu em đọc sách để tìm cách giải nhưng vẫn không hiểu.&nbsp;</p>

<p>Thầy có thể hướng dẫn em được không ?</p>

<p>Ví dụ:&nbsp;</p>

<p><strong>Cau 1: Trong nền kinh tế đóng, giả sử hàm tiêu dùng C = 150 + 0,85 × (Y - T) và hàm thuế T = t<sub>0&nbsp;</sub>+ t<sub>1</sub>Y. Nếu t<sub>0&nbsp;</sub>tăng&nbsp;1 đơn vị thì tiêu dùng sẽ thay đổi như thế nào?</strong></p>

<p><strong>Cau 2:&nbsp;Trong nền kinh tế đóng, giả sử hàm tiêu dùng C = 150 + 0,85(Y-T); hàm thuế T= t<sub>0&nbsp;</sub>+ t<sub>1</sub>Y và Y = 5000 đơn vị. Nếu t<sub>1&nbsp;</sub>giảm từ 0,3 xuống 0,2 thì tiêu dùng sẽ tăng bao nhiêu đơn vị?</strong></p>

<p>&nbsp;</p>
","QT102","HOU2"
"49243","<p>Thưa thầy cô,</p>

<p>Em là nhóm phó&nbsp;nhóm 8, các thành viên trong nhóm em có thắc mắc về cách tính điểm bài tập nhóm như sau, mong thầy cô giải thích rõ hơn từng mục để nhóm em làm bài đạt điểm cao ạ</p>

<p>- Tính tổ chức chiếm 40% theo các tiêu chí sau:</p>

<p>+ Bản thân định dạng của kế hoạch ----&gt;&nbsp;</p>

<p>+ Khả năng giữ tiến độ của các thành viên&nbsp;</p>

<p>+ Khả năng phối hợp giữa các thành viên (số lượng email, bài viết diễn đàn,…)</p>

<p>+ Tính quản trị: Báo cáo, biên bản họp,…&nbsp;</p>

<p>&nbsp;- Danh sách các thành viên trong nhóm + Địa chỉ liên hệ của trưởng nhóm (tên, điện thoại, email) -----&gt; các thành viên còn lại có cần ghi email hay điện thoại không ạ</p>

<p>Em cảm ơn thầy cô ạ</p>
","QT102","HOU2"
"49243","<p>Thưa cô Sương,</p>

<p>Cho em hỏi thêm, trường họp nhóm em đa số các bạn đi làm ko có buổi họp nhóm trực tiếp, nên nhóm em chọn phương án họp online (thường họp qua Zalo và Facebook) làm sao cô có thể biết tụi em có họp nhóm không ạ.</p>

<p>Hay phải chụp màn hình các nhội dung họp nhóm online ạ</p>

<p>Vì em muốn nhóm em đạt điểm cao trong bài tập này nên em hỏi hơi kỹ 1 tí, cô thông cảm</p>

<p>&nbsp;</p>

<p>Chúc cô nhiều sức khỏe!</p>
","QT102","HOU2"
"49497","<p>Thưa cô,</p>

<p>Phân tích kinh nghiệm của một số nước về vấn đề thất nghiệp?&nbsp;</p>

<p>Cho em hỏi câu này có nghĩa là kinh nghiệm giải quyết thất nghiệp của 1 số nước hay là ý khác vậy cô</p>

<p>&nbsp;</p>

<p>Em cảm ơn cô</p>

<p>&nbsp;</p>
","QT102","HOU2"
"50050","<p>Thưa thầy,cô. E không vào được bài học PDF . Máy báo không hỗ trợ . Em đã thử vào bằng thiết bị khác nhưng vẫn khiing được , mong thầy xem giúp ạ !!!</p>
","QT102","HOU2"
"50555","<p>Dear Thầy/ Cô,</p>

<p>&nbsp;</p>

<p>Hiện tại bài tập nhóm của Nhóm 7 đã làm xong.</p>

<p>Nhưng trong phần hướng dẫn lại có thêm file triển khai bài tập, số lượng thư( email) trao đổi.</p>

<p>&nbsp;</p>

<p>Vậy T/C cho em hỏi :</p>

<ol>
	<li>File đó sẽ nộp ở đâu??? vì nộp theo trên file nộp bài tập sẽ không gửi tiếp file của bài tập.</li>
	<li>vấn đề số lượng email trao đổi, bây giờ em sẽ xác định như thế nào???</li>
</ol>

<p>Trân trọng</p>

<p>&nbsp;</p>
","QT102","HOU2"
"50557","<p>Dear Ms.Hằng,</p>

<p>&nbsp;</p>

<p>Cô cho em hỏi, trong phần triển khai chấm điểm môn QT102 có yêu cầu:</p>

<p>Tính tổ chức chiếm 40% theo các tiêu chí sau:</p>

<ol>
	<li>Bản thân định dạng của kế hoạch</li>
	<li>Khả năng giữ tiến độ của các thành viên</li>
	<li>Khả năng phối hợp giữa các thành viên (số lượng email, bài viết diễn đàn,…)</li>
	<li>Tính quản trị: Báo cáo, biên bản họp,.</li>
</ol>

<p>Nhưng trên bài nộp thu hoạch thì không có thể gửi được,&nbsp;</p>

<p>Vậy em sẽ phải gửi ở đâu? hay đính kèm thêm trong file nộp bài tập?? hay dán tiếp sau bài tập?</p>

<p>&nbsp;</p>

<p>Mong cô trả lời gấp sớm giúp em, vì trong thời gian nhóm thảo luận chỉ qua email cá nhân( không phải email trường, và chat skype là chính)</p>

<p>&nbsp;</p>

<p>trân trọng</p>
","QT102","HOU2"
"50622","<p>Kính chào thầy/cô!</p>

<p>Rất cảm ơn quý thầy cô đã đồng hành với chúng em trong môn học này!!</p>

<p>Trong quá trình nghiên cứu tài liệu môn học,em vẫn chưa hiểu GDP là tổng giá trị của hàng hóa và dịch vụ cuối cùng được sản xuất ra trong một nước.Tuy nhiên,làm sao chúng ta có thể xác định được đâu là giá trị cuối cùng của hàng hóa và dịch vụ.Trong khi thuế GTGT được tính dựa trên sự chênh lệch giá trị của hàng hóa nhưng phần chênh lệch đó làm sao ta có thể phân biệt được ạ?!Ví dụ như một chiếc áo thun thì người&nbsp; mua nó đã phải chịu một khoản thuế gia tăng giá trị từ khi nhập khẩu bông,dệt,may,...(doanh nghiệp tính nhưng người tiêu dùng chịu) cho đến khi được mang vào siêu thị mức giá của nó đã phải bao gồm thuế đó,sau đó người mua tại siêu thị lại phải chịu thêm một khoản thuế GTGT bằng 10% giá trị cuối cùng khi thanh toán tai quầy,thế thì chẳng phải thuế của chiếc áo đó đã được tính cộng dồn rồi sao?</p>

<p>Xin cảm ơn thầy/cô!</p>
","QT102","HOU2"
"50555","<p>Dear Ms.Thanh,</p>

<p>&nbsp;</p>

<p>Nhóm 7 làm bài tập trao đổi thông tin qua Skype và gặp mặt trực tiếp, gửi bài trực tiếp.</p>

<p>Vì vậy theo quy định số lượng email không thể có, cũng vậy nhóm sau khi họp chỉ tổng kết các vấn đề đưa ra , đánh máy và in liền ra cho các bạn cầm về( do Thành viên nhóm có Văn phòng làm việc riêng có đủ trang thiết bị văn phòng)</p>

<p>Vì vậy không có thông số Email. Vì vậy có thể gửi file tổng kết sau khi họp được không ah????</p>

<p>&nbsp;</p>

<p>Trân trọng</p>
","QT102","HOU2"
"50831","<p>Chào&nbsp;co</p>

<p>Kinh te vi mo và kinh tê vĩ mo có the gop chung thanh mon kinh te hoc duoc&nbsp;khong a.và&nbsp;day&nbsp;có&nbsp;phai&nbsp;là&nbsp;mon&nbsp;quan&nbsp;trong&nbsp;nhat&nbsp;cua&nbsp;ngành&nbsp;quan&nbsp;tri&nbsp;kinh&nbsp;doanh&nbsp;khong&nbsp;vay.</p>

<p>Cám on co rat nhiu</p>
","QT102","HOU2"
"50923","<p>Chào Thầy Cô.</p>

<p>em không thể tính ra kết quả tương tự như kết quả của thầy, em mong thầy cô giúp em kiến thức này. Em cám ơn Thầy Cô</p>
","QT102","HOU2"
"51073","<p>K/g quí thầy cô!</p>

<p>Quí thầy cô cho em hỏi tại sao nói trong nền kinh tế khi thành phần&nbsp;kinh tế tư nhân phát triển mạnh,thì lạm phát cầu kéo tăng?</p>

<p>Chân thành cám ơn quí thầy cô!</p>

<p>&nbsp;</p>
","QT102","HOU2"
"51088","<p>chào qlht!</p>

<p>cô cho tôi hỏi làm sao để tăng điểm chuyên cần khi diểm chuyên cẩn của tôi còn thấp.Trong khi tôi đã làm rất nhiều lần bài tập trắc nghiệm trên 5 điểm.xin cám ơn!</p>
","QT102","HOU2"
"51151","<p>Thưa thầy Cô. hiện nay thông tin truyền thông đưa tin Nước mỹ có thể làm thế giới biến động về kinh tế, cho em hỏi như vậy nước Mỹ sẽ làm cho đồng Đô la tăng hay giảm ạ, Em cám ơn thầy cô</p>
","QT102","HOU2"
"51205","<p>Thưa thầy,</p>

<p>Em bị trễ hạn setting hệ số điểm bài tập nhóm môn Kinh tế vĩ mô, thầy cho em hỏi có thể bổ sung được không ạ?</p>

<p>Em cảm ơn thầy.</p>
","QT102","HOU2"
"51256","<p>Kính thưa quý thấy cô!!</p>

<p>Thầy/cô cho em hỏi quyền số trong tính CPI là gì ạ?!Em đọc trong giáo trình những chưa hiểu lắm về điều này.</p>

<p>Em xin chân thành cảm ơn ạ!!!</p>
","QT102","HOU2"
"51357","<p>cô/ thầy ơi cho e hỏi bài luyện tập trước thi có tính điểm chuyên cần không ạ</p>
","QT102","HOU2"
"51361","<p>Chào thầy cô ,</p>

<p>Thầy cố giúp em câu này vì e không hiểu lắm</p>

<p>&nbsp;Lạm phát là sự gia tăng của yếu tố nào trong các yếu tố sau?.&nbsp;</p>

<p>Tại sao là &nbsp;: Mức giá chung theo thời gian . Thầy/cô giải thích giúp em nhé</p>

<p>Em cảm ơn</p>
","QT102","HOU2"
"51431","<p>K/g quý thầy cô!</p>

<p>Quí thầy cô cho em hỏi GDP danh nghĩa là gì?tại sao phải có GDP danh ngĩa,GDP danh nghĩa giúp ích gì cho nền kinh tế đất nước?</p>
","QT102","HOU2"
"51432","<p>K/g quý thầy cô!</p>

<p>Quí thầy cô cho em hỏi GDP danh nghĩa là gì?tại sao phải có GDP danh ngĩa,GDP danh nghĩa giúp ích gì cho nền kinh tế đất nước?</p>

<p>Chân thành cám ơn quí thầy&nbsp;cô!</p>

<p>&nbsp;</p>
","QT102","HOU2"
"57090","<p>chào cô tuyến&nbsp;</p>

<p>em ở nhóm 11 của lớp OD54 hiện nay nhóm của em có tất cả 7 thành viên nhưng trong đó có tới 6 thành viên là nam,</p>

<p>chỉ có một thành viên là nữ thôi. vậy để các thành viên trong nhóm kế lối lại với nhau thân thiết hơn mong cô xem xét cho nhóm em một&nbsp;</p>

<p>số bạn nữ nữa vào nhóm em được không.</p>

<p>để tạo điều kiện cho bạn nữ trong nhóm của em có thêm bạn để hòa nhập với nhóm cho tự nhiên hơn .</p>

<p>thay mặt nhóm cảm ơn cô.</p>

<p>thân mến</p>
","QT102","HOU2"
"59566","<p>Thưa thầy cô cho em hỏi mốt số câu về bài tập như sau</p>

<p>Theo mô hình IS-LM trong nền kinh tế đóng, nếu nền kinh tế rơi vào tình trạng suy thoái, thu nhập giảm mạnh, để khôi phục nền kinh tế chính phủ cần sử dụng chính sách nào?</p>

<p>Em xin cảm ơn thầy cô đã hổ trợ</p>
","QT102","HOU2"
"59568","<p>Thưa thầy cô cho em hỏi một số câu hỏi về bài tập trắc nghiệm như sau</p>

<p>Trong mô hình IS-LM, chính phủ áp dụng chính sách tài khóa mở rộng và chính sách tiền tệ thu hẹp, giả định các yếu tố khác không đổi, lúc này sản lượng sẻ như thế nào ạ</p>

<p>Em xin cảm ơn thầy cô đã hổ trợ</p>
","QT102","HOU2"
"59569","<p>Thưa thầy cô cho em hỏi một số câu hỏi trong bài tập trắc nghiệm</p>

<p>Theo mô hình IS-LM trong nền kinh tế đóng, nếu nền kinh tế tăng trưởng quá nhanh, quá nóng, chính phủ cần sử dụng chính sách nào?</p>

<p>Em xin cảm ơn thầy cô đã hổ trợ em</p>
","QT102","HOU2"
"59570","<p>Thưa thầy cô cho em hỏi một số câu hỏi trong bài tập trắc nghiệm như sau</p>

<p>Trong mô hình IS-LM, chính sách tiền tệ thắt chặt được thể hiện bằng sự dịch chuyển</p>

<p>Em xin cảm ơn thầy cô đã hổ trợ em</p>
","QT102","HOU2"
"59571","<p>Thưa thầy cô cho em hỏi một số câu hỏi trong bài tập trắc nghiệm như sau</p>

<p>Theo mô hình IS-LM trong nền kinh tế đóng, nếu sản lượng thấp hơn sản lượng tiềm năng thì chính phủ nên áp dụng chính sách nào?&nbsp;</p>

<p>Em xin cảm ơn thầy cô đã hổ trợ em&nbsp;</p>
","QT102","HOU2"
"59573","<p>Thưa thầy cô cho em hỏi một số câu hỏi bài tập trắc nghiệm như sau</p>

<p>Sự thay đổi của yếu tố nào dưới đây sẽ không làm thay đổi vị trí của đường IS?</p>

<p>Em xin cảm ơn thầy cô đã hổ trợ em</p>
","QT102","HOU2"
"59574","<p>Thưa thầy cô cho em hỏi một số câu hỏi trắc nghiệm trong phần bài tập</p>

<p>Chính sách gia tăng thuế tự định&nbsp; sẽ dẫn đến tình huống nào?</p>

<p>Em xin cảm ơn thầy cô đã hổ trợ em</p>
","QT102","HOU2"
"59575","<p>Thưa thầy cô cho em hỏi một sô câu hỏi về phần bài tập trắc nghiệm như sau</p>

<p>Với các đường IS và LM có độ dốc thông thường, chính sách tài khóa thắt chặt sẽ dẫn đến sự thay đổi nào trên đồ thị IS-LM?</p>

<p>Em xin cảm ơn thầy cô đã hổ trợ em</p>
","QT102","HOU2"
"59576","<p>Thưa thầy cô cho em hỏi một số cau hỏi bài tập trắc nghiemj như sau</p>

<p>Khi OPEC tăng giá dầu thì điều gì sảy ra</p>

<p>em xin cảm ơn thày cô đã hổ trợ</p>
","QT102","HOU2"
"59577","<p>Thưa thầy cô cho em hỏi một số câu hỏi bài tập trắc nghiệm như sau</p>

<p>Độ dốc của đường tổng cung ngắn hạn có xu hướng</p>

<p>em xin cảm ơn thầy cô đã hổ trợ</p>
","QT102","HOU2"
"59710","<p>Thưa thầy cô cho em hỏi?</p>

<p>tại sao chính sách tài khóa và chính sách tiền tệ là 2 chính sách trọng tâm của nền kinh tế vĩ mô ạ?</p>

<p>em xin chân thành cảm ơn.</p>
","QT102","HOU2"
"59713","<p>Thưa thầy cô cho em hỏi?</p>

<p>Các yếu tố ảnh hưởng tới đầu tư là gì ạ?</p>

<p>em xin chân thành cảm ơn.</p>
","QT102","HOU2"
"59776","<p>Thưa thầy cô cho em hỏi?</p>

<p>Trong các biện pháp tài trợ cho thâm hụt ngân sách, có biện pháp vay ngân hàng ( in tiền), nghĩa là khi ngân sách thâm hụt nhà nước mình phải in thêm tiền đúng không a? em chưa hiểu rõ chỗ này, mong thầy cô giúp đỡ em.</p>

<p>em xin chân thành cảm ơn</p>
","QT102","HOU2"
"59778","<p>Thưa thầy cô cho em hỏi.</p>

<p>Với GNP danh nghĩa và GNP thực tế thì cái nào sử dụng nhiều ở thực tế ạ?</p>

<p>Em xin chân thành cảm ơn.</p>
","QT102","HOU2"
"61554","<p>Chào Anh chị.</p>

<p>thường ngày đến&nbsp;ngày ôn&nbsp;vào ôn online được sao hôm nay em không vào học được.</p>
","QT102","HOU2"
"61610","<p>cô ơi , e muốn hoãn học sao cô.dạ e cám ơn</p>
","QT102","HOU2"
"62795","<p>em cảm ơn thầy cô ah</p>
","QT102","HOU2"
"63030","<p>Kính Chào Thầy /Cô !</p>

<p>Thầy /Cô cho em hỏi để học tốt môn kinh tế vĩ mô em cần chú ý những gì trong nôi dung bài giảng cũng như xem các sách giao khoa nào tốt nhất.</p>

<p>Trân trọng !</p>

<p>Em Long OD56.</p>
","QT102","HOU2"
"63057","<p>Thưa quản lý học tập ?&nbsp;</p>

<p>Môn kinh tế vĩ mô này không có bài tập về nhà sao</p>

<p>em xin cảm ơn</p>

<p>&nbsp;</p>
","TC102","HOU2"
"63192","<p>Thưa thầy cô cho em hỏi :</p>

<p>Em thấy bất cập một chút về các hình nền TOPICA&nbsp; in trong các tài liệu học tập. Vì chữ TOPICA quá đậm nét lẫn với mực của màu bài tập các môn,mỗi khi đọc tài liệu trên máy hay làm lóa hình ảnh . Em góp ý 1 là làm mờ Chữ TOPICA&nbsp; xuống một chút thành màu trắng trên trang giấy thì khi đó Không làm lòa với màu chữ tài liệu học. 2 là thay chữ tài liệu khác cho phù hợp. Chúc Thầy cô sức khỏe.Em cảm ơn</p>
","QT102","HOU2"
"63400","<p>Thưa thầy/cô cho em hỏi. Trong mô hình AD&nbsp;- AS, tiến bộ khoa học công nghệ làm cho đường AS thay&nbsp;đổi( dịch chuyển sang phải). Trong những câu hỏi như vậy em thấy có nhiều từ viết tắt. Em có thể tham khảo tài liệu nào để có thêm kiến thức cho môn học này được tốt.</p>

<p>Em cảm ơn thầy/cô!</p>
","QT102","HOU2"
"63432","<p>thưa thầy. cô. cho em hỏi KT vi mô khác với KT vĩ mô như thế nào ah</p>
","QT102","HOU2"
"63565","<p>Chào thầy cô QLHT,</p>

<p>Cho em hỏi về danh sách nhóm 3 (lớp OD58) trong phần tính điểm bài tập nhóm có thêm tên bạn : Nguyễn Văn Bình, vì trước giờ nhóm chưa có tên bạn này. Vậy Thầy Cô kiểm tra lại giùm em để biết chính xác bạn này có trong Nhóm 3 hay không?</p>

<p>( Xem hình đính kèm)</p>

<p>Cảm ơn Thầy Cô</p>

<p>Trân trọng,</p>
","QT102","HOU2"
"63596","<p>Kính Chào Thầy /Cô !</p>

<p>Em đọc đề bài tập nhóm số 1 chưa biết phải làm thế nào và lấy dữ liệu từ đâu có những tư liệu và số liệu lấy thì em cần vào các trang nào hay sách nào trên gloole để lấy tham khảo.Mong Thầy /Cô hướng dẫn để em có cơ sở cùng nhóm làm tốt để này.</p>

<p>Trân trọng !</p>

<p>Em Long OD56</p>
","QT102","HOU2"
"63823","<p>Chào thầy</p>

<p>Trong môn học Kinh tế Vĩ mô có rât nhiều slide bị treo không chạy hoặc không có tiếng ạ. Có slide chạy bình thường không có tiếng, có slide có tiếng nhưng slide không hề chạy để chuỷên sang slide khác, mặc dù giáo viên đã giảng qua mấy slide rồi ạ. Thầy kiểm tra lại giúp.</p>

<p>Cảm ơn thầy!</p>
","QT102","HOU2"
"63825","<p>Chào thầy</p>

<p>Môn này bài học bị lỗi nhiều lắm ạ</p>

<p>Thầy kiểm tra lại giúp nhiều slide không có tiếng</p>

<p>Cảm ơn thầy</p>
","QT102","HOU2"
"64041","<p>Chào thầy!</p>

<p>Xin thầy trao đổi thêm về \""hộp đen kinh tế\"", em không hiểu lắm về khái niệm này.</p>

<p>Em xin cảm ơn</p>
","QT102","HOU2"
"64071","<p>Thưa thầy/cô cho em hỏi, em chưa&nbsp;hiểu rõ tại sao khi xu hướng tiêu dùng cận biên tăng thì đường tiêu dùng sẽ dốc hơn.</p>

<p>Em cảm ơn thầy/cô!</p>
","QT102","HOU2"
"64084","<p>hưa thầy/cô cho em hỏi, em chưa&nbsp;hiểu rõ tại sao khi xu hướng tiêu dùng cận biên tăng thì đường tiêu dùng sẽ dốc hơn.</p>

<p>Em cảm ơn thầy/cô!</p>
","QT102","HOU2"
"64128","<p>Em chào quý thầy cô ! Cho em hỏi ,môn kinh tế vĩ mô là môn học rất mới và lạ với em ,&nbsp;để học tốt môn học này ngoài nghe giảng ra thì những loại tài liệu nào có thể giúp em học tập tốt môn học này&nbsp;ạ , mong quý thày cô hướng dẫn giúp em !</p>

<p>Em cảm&nbsp;ơn !</p>
","QT102","HOU2"
"64129","<p>Em chào quý thầy cô ! Cho em hỏi tổng sản phẩm quốc nội&nbsp;được tính như thế nào , dựa vào yếu tố nào&nbsp;để xác&nbsp;định nền kinh tế của một nước có phát triển hay không ?&nbsp;</p>

<p>Em xin cảm&nbsp;ơn !</p>
","QT102","HOU2"
"64263","<p>Em chào thầy</p>

<p>Thầy cho em hỏi để học tốt môn kinh tế vĩ mô em cần chú ý những gì trong nôi dung bài giảng cũng như xem các sách tham khảo&nbsp;nào tốt nhất.</p>

<p>Trân trọng !</p>
","QT102","HOU2"
"64600","<p>Thưa Cô</p>

<p>Hiện nay em muốn rút ngắn thời gian học nhiều hơn một năm so với chương trình, như vậy em có thể tự đăng ký học trước nhiều môn hơn được không? Mong có chỉ dẫn.</p>

<p>Em xin cảm ơn Cô!</p>
","TC102","HOU2"
"64790","<p>Thưa thầy/ cô</p>

<p>Hiện tại doanh nghiệp bên em&nbsp;đang chuẩn bị tiến hành cổ phần hóa nên có 1 số CBNV&nbsp;được liệt kê vào thành phần dôi dư, vậy thầy cô cho em hỏi thành phần dôi dư này có thể xếp vào loại là thất&nbsp;nghiệp cơ cấu&nbsp;được không&nbsp;ạ?</p>

<p>Em cảm&nbsp;ơn.</p>
","QT102","HOU2"
"64912","<p>Kính Chào Thầy /Cô !</p>

<p>Thầy /Cô có thể giải thích thêm cho em về thế nào là Tỷ giá hối đoái và những nhân tố ảnh hưởng đến tỷ giá hối đoái.</p>

<p>Em cảm ơn ạ !</p>
","QT102","HOU2"
"65005","<p>em chào thầy(cô)!</p>

<p>thầy(cô) cho e hỏi nhân tố nào ảnh hưởng đến sự biến động của sản lượng quốc gia?</p>

<p>em cảm ơn thầy cô.</p>
","QT102","HOU2"
"65317","<p>Thưa Thầy!</p><p>Trong t&igrave;nh h&igrave;nh kinh tế ch&iacute;nh trị nước ta hiện nay:</p><p>Về kinh tế lu&ocirc;n bị c&aacute;c thế lực th&ugrave; địch d&ugrave;ng c&aacute;c thủ đoạn ph&aacute; hoại kinh tế nước ta. Hay d&ugrave;ng sức mạnh đồng tiền l&agrave;m tha h&oacute;a một số c&aacute;n bộ ta nhằm chia rẽ nội bộ ta.</p><p>Về to&agrave;n vẹn l&atilde;nh thổ th&igrave; ch&uacute;ng d&ugrave;ng sức mạnh qu&acirc;n sự chiếm đất, chiếm đảo, chiếm biển của nước ta.</p><p>Vậy theo Thầy n&ecirc;n vận dụng tư tưởng Hồ Ch&iacute; Minh như thế n&agrave;o cho ph&ugrave; hợp với t&igrave;nh h&igrave;nh hiện nay?</p><p>Xin cảm ơn Thầy!</p><p><br></p><p><br></p><p><br></p>","QT102","HOU2"
"65621","<p>Thưa Thầy cho em hỏi.</p>

<p>Thất nghiệp là gì? Tại sao lại có những loại thất nghiệp khác nhau, xin Thầy hướng dẫn cho chúng em hiểu thêm về vấn đề thất nghiệp.</p>

<p>Xin cảm ơn Thầy rất nhiều!</p>
","QT102","HOU2"
"65629","<p>K&iacute;nh thưa thầy c&ocirc; gi&aacute;o, em c&oacute; c&acirc;u hỏi nhờ thầy c&ocirc; giải đ&aacute;p như sau :</p><p>Nếu như c&oacute; một ng&acirc;n h&agrave;ng thương mại ABC sắp trong tỉnh trạng ph&aacute; sản, vậy ng&acirc;n h&agrave;ng Trung Ương sẽ điều phối c&aacute;c ng&acirc;n h&agrave;ng c&ograve;n lại v&agrave; sẽ hổ trợ ng&acirc;n h&agrave;ng ABC đ&oacute; như thế n&agrave;o ?</p>","QT102","HOU2"
"65665","<p>K&iacute;nh thưa thầy c&ocirc; gi&aacute;o !</p><p>Thầy c&ocirc; gi&uacute;p em tr&agrave; lời c&acirc;u hỏi sau :</p><p>Lạm ph&aacute;t l&agrave; g&igrave; ? lấy v&iacute; dụ cụ thể v&agrave; ph&acirc;n t&iacute;ch nguy&ecirc;n nh&acirc;n ch&iacute;nh dẩn đến lạm ph&aacute;t trong x&atilde; hội ch&uacute;ng ta hiện nay ?</p><p>Cảm ơn thầy c&ocirc; !</p><p><br></p><p><br></p>","QT102","HOU2"
"65755","<p>kính gửi : thầy cô</p>

<p>khái niệm lam phat là gj ?</p>
","QT102","HOU2"
"65756","<p>kính gửi &nbsp;: thầy cô</p>

<p>vì sao dẫn đến con đường lạm phát ?</p>
","QT102","HOU2"
"65757","<p>kính gửi : thầy cô</p>

<p>khái niệm về hoạch toán thu nhập quốc dân là gi ?</p>
","QT102","HOU2"
"65758","<p>kính gửi : thầy cô</p>

<p>Mô hình tổng cung và tổng cầu là gi ?</p>
","QT102","HOU2"
"65819","<p>Chào Cô</p>

<p>Kinh tế thời Bao cấp có đặc điểm gì vậy Cô?</p>

<p>Bắc Triều Tiên đang&nbsp; là kinh tế&nbsp; thời bao cấp?</p>

<p>Nhờ Cô giúp.</p>

<p>Cám ơn Cô.</p>

<p>Thành</p>

<p>&nbsp;</p>
","QT102","HOU2"
"65825","<p>Em chào QLHT !<br />
Hiện tại em vào mục xem điểm bài tập nhóm nhưng hệ thống lại báo em chưa được sắp xếp vào nhóm nào cả, QLHT xem lại giúp em với ạ.</p>

<p>Em cảm ơn.</p>
","QT102","HOU2"
